company,description,genre,imageUrl,metascore,otherPlatform,platform,players,release,title,trailerUrl,userRatesCnt
"
                                                        Renegade Kid
                                                    ","Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you've come to the right place, my friend. Mutant Mudds is a ""12-bit"" action platformer full of pixels and platforming fun! Our hero, Max, may be just a 2D sprite, but he can leap into the third dimension by jetting between the background and the foreground playfields with his trusty jetpack in this unique dimensionally-woven experience. Armed with a heavy-duty water cannon, Max has what he needs to vanquish his long-term nemesi: the Mutant Mudds. Max must blast and hover his way across the soiled landscape to seek out mysterious Water Sprites. Legend says collecting all of the mysterious Water Sprites will wash the filthy Mutant Mudds away for good!","Action,Miscellaneous,Platformer,Compilation,2D,",https://static.metacritic.com/images/products/games/0/f28f98f85662e56124a26f59b852ecbf-98.jpg,85,,"
                                                        Switch
                                                    ",No Online Multiplayer,"Dec 14, 2017",Mutant Mudds Collection,,30 Ratings
"
                                                        Plug In Digital
                                                    ","NeuroVoider is a twin-stick shooter RPG set in a cyber futuristic world about brains shooting around evil robots with nuclear rocket launchers. Battle through the horde of vigilant robots, boost your character with the smoking remains of your victims, and defeat the master NeuroVoider to end this eternal war. Play it coop with up to 4 friends, or go alone in an adventure of hack'n'slash rampage, with a pinch of rogue-lite, and some permadeath. ","Action,Shooter,Shoot-'Em-Up,Top-Down,",https://static.metacritic.com/images/products/games/3/66ada73b181421144c7d1a1b9c3d051b-98.jpg,85,"PC,PlayStation 4,PlayStation Vita,Xbox One,","
                                                        Switch
                                                    ",,"Sep  7, 2017",NeuroVoider,,37 Ratings
"
                                                        Square Enix
                                                    ","Two of the Most Celebrated RPGs of their Generation - Now in Beautiful High Definition!","Miscellaneous,Compilation,",https://static.metacritic.com/images/products/games/4/82334e6818ce94e25c0e86648e802cdc-98.jpg,85,"PC,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Apr 16, 2019",Final Fantasy X / X-2 HD Remaster,,109 Ratings
"
                                                        Ubisoft
                                                    ","Welcome to the story of an unexpected encounter between Mario and the irreverent Rabbids. To bring order back to a splintered Mushroom Kingdom, Mario, Luigi, Princess Peach, and Yoshi team up with Rabbids heroes in a journey through four different worlds. Outwit unpredictable enemies in dynamic turn-based combat and co-op challenges, and solve puzzles along the way. Discover a feel-good and modern combat adventure designed exclusively for the Nintendo Switch system, playable anywhere, anytime, with anyone. [Ubisoft]","Action,General,Strategy,Turn-Based,Tactics,",https://static.metacritic.com/images/products/games/8/6dbc2eea84890a1acfe8bc934a94fd5e-98.jpg,85,,"
                                                        Switch
                                                    ",No Online Multiplayer,"Aug 29, 2017",Mario + Rabbids: Kingdom Battle,https://static-gamespotvideo.cbsistatic.com/vr/2017/08/01/Gameplay_MarioPlusRabbidsSpookyLateGame_07312017_8000.mp4,1062 Ratings
"
                                                        NIS America
                                                    ","When the Corrupternment threatens to disrupt the way of life in Hades, Valvatorez finds himself at the helm of a fiery revolution. Dive into a tale of revolution and redemption, woven throughout a dark and hilarious realm of vampires, werewolves, and other devilish denizens. Engage in immersive and in-depth tactics-based gameplay brimming with over-the-top destructive action, and unload a horde of special features to take your Netherworldly adventures to another level. ","Strategy,Turn-Based,Tactics,",https://static.metacritic.com/images/products/games/1/7cd5dd85e0eab98a17448419f1cf73c3-98.jpg,85,"PlayStation 4,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct 29, 2019",Disgaea 4 Complete+,,19 Ratings
"
                                                        Steel Crate Games
                                                    ","In Keep Talking and Nobody Explodes, one player is trapped in a room with a ticking time bomb they must defuse. The other players are the “Experts” who must give the instructions to defuse the bomb by deciphering the information found in the Bomb Defusal Manual. But there’s a catch: the Experts can’t see the bomb, so everyone will need to talk it out – fast. Rounds are fast-paced, tense, occasionally silly, and almost always loud. Puzzle solving and communication skills – and maybe a few friendships – will be put to the test as players race to defuse bombs while communicating quickly, clearly, and effectively. ","Adventure,3D,First-Person,",https://static.metacritic.com/images/products/games/4/0539a132763d8484a7adc46b96870b8d-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",Up to 4 ,"Aug 16, 2018",Keep Talking and Nobody Explodes,,11 Ratings
"
                                                        XSEED Games
                                                    ","Iconic genie Shantae is back in her most thrilling adventure yet! The award-winning 2D platforming series levels-up to stunning new heights thanks to an eye-popping new graphical style, an infectious soundtrack and incredible new game features. Transform into different creatures, dance through dynamic, danger-filled stages, complete quests for friends and face-off against awesome screen-filling bosses in an action-packed thrill ride without equal.","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/5/cfa1edd073f2410ecb32e792dec2b483-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"May  8, 2018",Shantae: Half-Genie Hero - Ultimate Edition,,75 Ratings
"
                                                        NIS America
                                                    ","The end of the civil war led to the turning point of a new era for the Erebonian Empire. Centering on Rean Schwarzer as the Ashen Chevalier, the young man who came to be seen as a hero within the country, a new story of young heroes will unfold.","Role-Playing,Japanese-Style,",https://static.metacritic.com/images/products/games/4/87308dcb6794ec74556498f24ddf76bf-98.jpg,84,"PC,PlayStation 4,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jun 30, 2020",The Legend of Heroes: Trails of Cold Steel III,https://static-gamespotvideo.cbsistatic.com/vr/2019/11/27/trails_of_cold_steel3_gp_embargo_12_3_9am_8000.mp4,27 Ratings
"
                                                        CD Projekt Red Studio
                                                    ",Thronebreaker is a single player role-playing game set in the world of The Witcher that combines narrative-driven exploration with unique puzzles and card battle mechanics.,"Strategy,Turn-Based,Card Battle,",https://static.metacritic.com/images/products/games/0/b3950d40a50edd2a639879ad334139f3-98.jpg,84,"iPhone/iPad,PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jan 28, 2020",Thronebreaker: The Witcher Tales,,58 Ratings
"
                                                        Sega
                                                    ","Fierce Combat & Explosive Tactics!","Strategy,Turn-Based,Tactics,",https://static.metacritic.com/images/products/games/1/a32871d4222c7ecdb1a49302a72b6234-98.jpg,84,"PC,PlayStation 3,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct 16, 2018",Valkyria Chronicles,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/28/169_senjounovalkyria_gp_ps3_tgs_2_092107_2000_1000.mp4,51 Ratings
"
                                                        Yacht Club Games
                                                    ","Shovel Knight: Specter of Torment is the action-packed prequel to Shovel Knight! Take control of Specter Knight, servant to the Enchantress, in a quest to recruit a cadre of knights and create the Order of No Quarter. With his scythe and preternatural agility at the ready, he can glide across the ground, clamber up walls, and command an arsenal of curious weapons.","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/5/0f740cde52daa374c0381518d50fafa9-98.jpg,84,"3DS,PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U,","
                                                        Switch
                                                    ",,"Mar  3, 2017",Shovel Knight: Specter of Torment,https://static-gamespotvideo.cbsistatic.com/vr/2017/02/28/Trailer_ShovelKnight_SpecterTorment_20170228_4000.mp4,120 Ratings
"
                                                        Triband
                                                    ",The golf game for people who hate golf!,"Sports,Individual,Golf,Arcade,",https://static.metacritic.com/images/products/games/8/07bba4965651a717a5de48856783df24-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"May 21, 2020",WHAT THE GOLF?,,36 Ratings
"
                                                        inkle
                                                    ","1872, with a steampunk twist. Phileas Fogg has wagered he can circumnavigate the world in just eighty days. Choose your own route around a 3D globe, travelling by airship, submarine, mechanical camel, steam-train and more, racing other players and a clock that never stops.","Adventure,Visual Novel,",https://static.metacritic.com/images/products/games/4/11e81d7afedb08919d1a6c5175e66044-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct  1, 2019",80 DAYS,,7 Ratings
"
                                                        Ysbryd Games
                                                    ","Welcome to VA-11 Hall-A!","Simulation,General,",https://static.metacritic.com/images/products/games/6/72d6233730e3e9002c3ec36093c66478-98.jpg,84,"PC,PlayStation 4,PlayStation Vita,","
                                                        Switch
                                                    ",No Online Multiplayer,"May  2, 2019",VA-11 Hall-A: Cyberpunk Bartender Action,,55 Ratings
"
                                                        Two Tribes
                                                    ","Experience Toki Tori’s Epic Puzzle Adventure on the go, for the first time ever. Explore a forest island, learn magical songs and interact with the local wildlife to solve environmental puzzles. Toki Tori 2+’s game design requires just two moves: whistle and stomp. It's super accessible, yet it builds up to incredible complexity later on. There’s a ton to do, too. After puzzle-solving your way to five Ancient Frogs and saving the island from a strange pollution, you can still find 100s of golden wings, snap dozens of creature pictures and go Achievement hunting. You can now create checkpoints wherever you like, allowing for easy experimentation.","Puzzle,Action,",https://static.metacritic.com/images/products/games/6/c667d821352e43a96a145a57a32fafa8-98.jpg,84,"PC,PlayStation 4,Wii U,","
                                                        Switch
                                                    ",No Online Multiplayer,"Feb 23, 2018",Toki Tori 2 +,,21 Ratings
"
                                                        Nintendo
                                                    ","Bayonetta is a cinematic and stylish action game from the creative mind of Hideki Kamiya. As a gun-wielding witch with powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless enemies in a game of 100% pure all-out action. Outlandish finishing moves are performed with acrobatic grace as Bayonetta flows from one fight to another. Bayonetta pushes the limits of the action genre with magnificent over-the-top action and fast-paced, dynamic climax combat.","Action Adventure,Linear,",https://static.metacritic.com/images/products/games/9/e5beb7d8e4b80a2d269271b6330f1e04-98.jpg,84,"PC,PlayStation 3,PlayStation 4,Wii U,Xbox 360,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Feb 16, 2018",Bayonetta,https://static-gamespotvideo.cbsistatic.com/vr/2017/12/08/trailer_bayonetta_switch_2017127_4000.mp4,193 Ratings
"
                                                        Capcom
                                                    ","Mega Man X Legacy Collection includes Mega Man X, X2, X3, and X4 ","Miscellaneous,Compilation,",https://static.metacritic.com/images/products/games/6/d83b23e662eebbab002488ece9b5e98d-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jul 24, 2018",Mega Man X Legacy Collection,,78 Ratings
"
                                                        Ubisoft
                                                    ","Rayman, winner of multiple artistic and musical achievements, is coming to Nintendo Switch with Rayman Legends Definitive Edition.","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/8/27596ceca4b2d2f86688686d7c948c31-98.jpg,84,,"
                                                        Switch
                                                    ",,"Sep 12, 2017",Rayman Legends: Definitive Edition,https://static-gamespotvideo.cbsistatic.com/vr/2017/07/25/Trailer_RaymanLegendsDefinitiveEdition_SurfsUp_20170725_4000.mp4,194 Ratings
"
                                                        Bethesda Softworks
                                                    ","The open-world adventure from Bethesda Game Studios where you can virtually be anyone and do anything, now allows you to go anywhere—at home and on the go. New features include motion controls, gear based on the Legend of Zelda series, and amiibo compatibility. Dragons, long lost to the passages of the Elder Scrolls, have returned and the future of Skyrim hangs in the balance. As Dragonborn, the prophesized hero born with the power of The Voice, you are the only one who can stand against them. Live another life, in another world—from battling ancient dragons, exploring rugged mountains, building a home, or mastering hundreds of weapons, spells and abilities. For the first time ever, go into battle Legend of Zelda style: fight with the Master Sword, guard with the Hylian Shield, while wearing the Champion's Tunic. The game also includes official add-ons—Dawnguard, Hearthfire, and Dragonborn. [Nintendo]","Role-Playing,Western-Style,",https://static.metacritic.com/images/products/games/2/381e2e7b85c324573c94ae1b9eea92a1-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Nov 17, 2017",The Elder Scrolls V: Skyrim,https://static-gamespotvideo.cbsistatic.com/vr/2017/06/13/E3_Sony_Trailer_SkyrimVR_06122017_4000.mp4,522 Ratings
"
                                                        SFB Games
                                                    ","Unravel a mystery by exploring a strange and twisted mansion, discovering curious clues, interrogating peculiar suspects and solving unique puzzles. Will you be able to uncover the secrets of Tangle Tower? ","Action,General,",https://static.metacritic.com/images/products/games/1/16495728a7b59d92f4123c80e5f2fe74-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct 22, 2019",Tangle Tower,,13 Ratings
"
                                                        Raw Fury
                                                    ","In Kingdom Two Crowns, players must work in the brand-new solo or co-op campaign mode to build their kingdom and secure it from the threat of the Greed. Experience new technology, units, enemies, mounts, and secrets in the next evolution of the award-winning micro strategy franchise.","Action,General,",https://static.metacritic.com/images/products/games/2/57701c18aa49c121cb11fa0785c63d19-98.jpg,84,"iPhone/iPad,PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",Online Multiplayer,"Dec 11, 2018",Kingdom: Two Crowns,https://static-gamespotvideo.cbsistatic.com/vr/2017/02/28/Trailer_KingdomTwoCrowns_Switch_20170228_4000.mp4,23 Ratings
"
                                                        Ubisoft
                                                    ","Save the mysterious kingdom of Lemuria from the Queen of the Night, who has stolen the sun, moon and stars.","Role-Playing,General,",https://static.metacritic.com/images/products/games/2/e6548021a52e379ab4e992dadc390865-98.jpg,84,"PC,PlayStation 3,PlayStation 4,PlayStation Vita,Wii U,Xbox 360,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct 11, 2018",Child of Light,,67 Ratings
"
                                                        Chucklefish
                                                    ","Take to the battlefield with Wargroove, a strategy game for up to 4 players. Choose your Commander and wage turn-based war on battling factions. Design and share maps, cut-scenes and campaigns with easy-to-use editors and in-depth customization tools.","General,Strategy,Turn-Based,Tactics,",https://static.metacritic.com/images/products/games/9/e2b214e2ea758b872944aa0d28aae048-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",Up to 4 ,"Feb  1, 2019",Wargroove,https://static-gamespotvideo.cbsistatic.com/vr/2019/01/23/Trailer_Wargroove_20190123_4000.mp4,156 Ratings
"
                                                        Asteroid Base
                                                    ","Lovers in a Dangerous Spacetime is a frantic 1- or 2-player couch co-op action space shooter set in a massive neon battleship. Only through teamwork can you triumph over the evil forces of Anti-Love, rescue kidnapped space-bunnies, and avoid a vacuumy demise. Deep space is a dangerous place, but you dont have to face it alone!","Action,Shooter,Shoot-'Em-Up,Horizontal,",https://static.metacritic.com/images/products/games/4/122df828a92ced7db08d11412a23979b-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct  3, 2017",Lovers in a Dangerous Spacetime,,47 Ratings
"
                                                        2K Games
                                                    ","Return to the cities of Rapture and Columbia and experience the award-winning BioShock franchise like never before, beautifully remastered in 1080p. BioShock: The Collection contains all single-player content from BioShock, BioShock 2, and BioShock Infinite, all single-player add-on content, the Columbias Finest pack, and Directors Commentary: Imagining BioShock, featuring Ken Levine and Shawn Robertson.","Miscellaneous,Compilation,",https://static.metacritic.com/images/products/games/6/7a00ff92f538b4f28ef195fbe3db52e1-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"May 29, 2020",BioShock: The Collection,,85 Ratings
"
                                                        Nintendo
                                                    ","Partner up with friends or family to solve puzzles, including new comic book and toy box worlds, 3 new activities, and a new stamp mode. Plus, play the original levels in new shapes. If you're new to the game, you can purchase this expanded version at retail. Owners of the original version can purchase and download this additional content in Nintendo eShop on Nintendo Switch. Snip may need to cut Clip into a needle to pop balloons or maybe you’ll have to team up to form a squawking, egg-laying bird! Prove you're a cut above the rest in Blitz mode, where 2-4 players* can compete in a series of puzzlingly action-packed challenges. Make it a party with Party mode, where up to four players* can team up to solve fun puzzles. [Nintendo]","Puzzle,General,",https://static.metacritic.com/images/products/games/2/5b8cb3f3e8867d0ac97116f13b1d0e36-98.jpg,84,,"
                                                        Switch
                                                    ",No Online Multiplayer,"Nov 10, 2017","Snipperclips Plus: Cut It Out, Together!",https://static-gamespotvideo.cbsistatic.com/vr/2017/09/13/Trailer_Snipperclips_Announcement_20170913_4000.mp4,77 Ratings
"
                                                        Radical Fish Games
                                                    ","This retro-inspired 2D Action RPG might outright surprise you. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.","Role-Playing,Action RPG,",https://static.metacritic.com/images/products/games/6/dca175d4309b3ca06c1147b44bb70cd1-98.jpg,84,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jul  9, 2020",CrossCode,https://static-gamespotvideo.cbsistatic.com/vr/2019/01/23/Trailer_NintendoIndieHighlights_20190123_4000.mp4,22 Ratings
"
                                                        Koei Tecmo Games
                                                    ","Even though everyone has them,","General,Role-Playing,Japanese-Style,",https://static.metacritic.com/images/products/games/7/243a387448a04ea4cd132115ee912976-98.jpg,84,"PC,PlayStation 4,","
                                                        Switch
                                                    ",No Online Multiplayer,"Oct 29, 2019",Atelier Ryza: Ever Darkness & the Secret Hideout,,71 Ratings
"
                                                        Doragon Entertainment
                                                    ","Inspired by classic Japanese shooting games, Danmaku Unlimited 3 is a lovingly crafted medley of the best aspects of Japanese bullet hell games, all in a polished, accessible package.","Action,Shooter,Shoot-'Em-Up,Vertical,",https://static.metacritic.com/images/products/games/1/3bd865fae070a165f847cccfa4215976-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"Mar 13, 2018",Danmaku Unlimited 3,,24 Ratings
"
                                                        Sega
                                                    ","Take command of the spaceship Opa-Opa and blast your way through various fantastical levels as you try to take out all the enemy bases in each stage. Once you've destroyed the bases, you'll have to beat the stage boss in order to move on to the next level. By using your guns and bombs wisely, you'll be able to take down your enemies and explore each of the crazy environments in this side-scroller. You can also buy upgraded weapons for your ship by accessing the shop.","Action,Shooter,Shoot-'Em-Up,Horizontal,",https://static.metacritic.com/images/products/games/0/697650ded5005f55fac19dd0175ed99c-98.jpg,84,"3DS,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jan 23, 2020",Sega Ages: Fantasy Zone,,11 Ratings
"
                                                        Hempuli Oy
                                                    ","Baba Is You is a puzzle game in which the rules of the game can be changed during gameplay, leading to surprising and unique interactions. In this tricky puzzler, you don't just make the rules – you are the rules!","Action Adventure,Puzzle,Action,General,",https://static.metacritic.com/images/products/games/9/10159df401393d2882497ae2327fa62e-98.jpg,84,"PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"Mar 13, 2019",Baba Is You,https://static-gamespotvideo.cbsistatic.com/vr/2019/03/22/Gameplay_BabaIsYouReviewGP_8000.mp4,85 Ratings
"
                                                        Annapurna Interactive
                                                    ","Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph. As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool. Journey through a custom-written pop soundtrack, chase scores, and set out to find the harmony of the universe, hidden away in the hearts of Little Death and her star-crossed allies: Dancing Devils, Howling Moons, Stereo Lovers and Hermit 64.","Action,Rhythm,Music,",https://static.metacritic.com/images/products/games/0/d8f37a6d3f59bf30dc039c53bbe7bf75-98.jpg,84,"iPhone/iPad,PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Sep 19, 2019",Sayonara Wild Hearts,https://static-gamespotvideo.cbsistatic.com/vr/2018/12/07/Trailer_SayonaraWildHearts_Official_20181206_4000.mp4,60 Ratings
"
                                                        Chucklefish
                                                    ","Travel back in time to change fate itself, in this beautifully crafted story-driven adventure, inspired by classic 90s action-platformers. With her family murdered in front of her and the ancient Timespinner device destroyed, Lunais is suddenly transported into an unknown world, stranded with seemingly no hope of return. Using her power to control time, Lunais vows to take her revenge on the evil Lachiem Empire, but sometimes the course of history isn’t quite as black and white as it seems... ","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/2/4d959747b04aa423552738207517c2db-98.jpg,84,"PC,PlayStation 4,PlayStation Vita,Xbox One,","
                                                        Switch
                                                    ",Online Multiplayer,"Jun  4, 2019",Timespinner,,28 Ratings
"
                                                        Devolver Digital
                                                    ","Ape Out is a wildly intense and colorfully stylized smash ‘em up about primal escape, rhythmic violence, and frenetic jazz.","Action,Shooter,Shoot-'Em-Up,Top-Down,",https://static.metacritic.com/images/products/games/0/b8cc08427c57ab6e6c0b863570f91ce6-98.jpg,84,"PC,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Feb 28, 2019",Ape Out,https://static-gamespotvideo.cbsistatic.com/vr/2019/02/28/gameplay_apeout_7minutes_8000.mp4,78 Ratings
"
                                                        Freebird Games
                                                    ","Dr. Rosalene and Dr. Watts have peculiar jobs: They give people another chance to live, all the way from the very beginning... but only in their patients' heads.","Adventure,General,",https://static.metacritic.com/images/products/games/8/650195023288a1c8f6f617ffeabe514f-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jan 16, 2020",To the Moon,,40 Ratings
"
                                                        Sega
                                                    ","Brace yourself for the most realistic racing experience yet. And to play, you've got to have what it takes: NERVE, SKILL and BRAINS. NERVE - you're behind the wheel of a supertuned race car with one speed only: fast. SKILL - you're maneuvering a car that can nearly reach a simulated 270 KMH. BRAINS - because you're in control of your car's speed and handling at a dangerous pace, you have to use your head and not just your hands to survive. So get geared for the ride of your life and stay alert. The track may look terrific, but at these speeds anything can turn into a danger zone.","Racing,Arcade,Automobile,",https://static.metacritic.com/images/products/games/0/a9480dbe08e2aa68117633841173b83b-98.jpg,84,"3DS,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jan 10, 2019",Sega Ages: OutRun,,27 Ratings
"
                                                        Team Meat
                                                    ","Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux.","Action,Platformer,2D,",https://static.metacritic.com/images/products/games/5/6693fee4ef38f65a4f42e7d04aed6023-98.jpg,84,"PC,PlayStation 4,PlayStation Vita,Wii U,Xbox 360,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jan 11, 2018",Super Meat Boy,https://static-gamespotvideo.cbsistatic.com/vr/2018/01/12/Trailer_SuperMeatBoy_1990BuyersClub_20180110_4000.mp4,70 Ratings
"
                                                        Bandai Namco Games
                                                    ","Ni no Kuni: Wrath of the White Witch Remastered. Journey back to the other world in Ni no Kuni: Wrath of the White Witch. LEVEL-5's classic tale returns better than ever. Join Oliver as he embarks on an adventure through a world inhabited by new friends and ferocious foes alike in the hopes of bringing back his mother after a tragic incident. With a copy of the Wizard's Companion in his hand and his trusty friend Drippy by his side, he will travel across this rich fantasy world to tame familiars, take on enemies, and overcome the countless challenges that stand between him and his mother's salvation.","Role-Playing,Japanese-Style,",https://static.metacritic.com/images/products/games/0/7cf5ff894e59410751de07187b1612e2-98.jpg,84,"PlayStation 3,","
                                                        Switch
                                                    ",No Online Multiplayer,"Sep 20, 2019",Ni no Kuni: Wrath of the White Witch,https://static-gamespotvideo.cbsistatic.com/vr/2019/06/11/gameplay_01_NiNokuniRemaster_EMBARGO_June11_8000.mp4,85 Ratings
"
                                                        Tomorrow Corporation
                                                    ","The millions of Goo Balls who live in the World of Goo are curious to explore - but they don't know that they are in a game, or that they are extremely delicious. Mysterious Levels - Each level is strange and dangerously beautiful, introducing new puzzles, areas, and the creatures that live in them. World of Goo Balls - Along the way, undiscovered new species of Goo Ball, each with unique abilities, come together to ooze through reluctant tales of discovery, love, conspiracy, beauty, electric power, and the third dimension. The Sign Painter - Someone is watching you. World of Goo Corporation - Congratulations! World of Goo Corporation is the Global Leader in Goo and Goo Related Product, including World of Goo Corporation Trademark Brand Soft Drink Beverage and World of Goo Corporation Trademark Brand Facial Exfoliating Lotion. Succulent! Massive Online Competition - Human players around the world compete in a living leaderboard to build the tallest towers of goo in World of Goo Corporation's mysterious sandbox. World of Goo Corporation is contractually obligated to state that everyone is a winner and is enthusiastic to celebrate everyone's tower building opportunities equally.","Puzzle,Action,",https://static.metacritic.com/images/products/games/1/9cf48f361c0032948ba8a93e4b73cb2e-98.jpg,84,"iPhone/iPad,PC,","
                                                        Switch
                                                    ",,"Mar 16, 2017",World of Goo,,85 Ratings
"
                                                        Berzerk Studio
                                                    ","A game about shapes, and about beats.","Action,Rhythm,Music,",https://static.metacritic.com/images/products/games/3/822fe1c43bb569fa8af4209170193725-98.jpg,83,"PC,PlayStation 4,Stadia,","
                                                        Switch
                                                    ",Online Multiplayer,"May 31, 2018",Just Shapes & Beats,,49 Ratings
"
                                                        Enhance Games
                                                    ","The acclaimed puzzle game produced by legendary creator Tetsuya Mizuguchi arrives on the Nintendo Switch console. An HD remaster of the original game, LUMINES REMASTERED beautifully marries the elements of sound, light and puzzle-action into one addictive, yet easy-to-play game. You're at the center of the high-energy, block-dropping action while you groove to awesome house, trance and techno beats! Play LUMINES REMASTERED on-the-go in Handheld mode or at home in TV and Tabletop modes. Features a colorful array of skins: No two skins (levels) are the same! Unlock all 40 skins, each with a cool stylized theme and matching thumping beats. Mode variety: In addition to the basic Challenge Mode, test your skills in other modes including Skin Edit, Time Attack, Puzzle, Mission, VS CPU and also play against in friend in VS 2-Player mode (local only). The HD Rumble effect: Feel the rhythm and blocks dropping from the dynamic HD Rumble feedback of the Joy-Con™ controllers! It's up to you what you want to feel – only the blocks or both rhythm and blocks. Trance Vibration: Ready for some real fun? Send rhythm feedback to multiple sets of controllers – placed in your pockets or around your hips – with the Trance Vibration setting and feel the game beyond your hands. [Nintendo]","Puzzle,Matching,",https://static.metacritic.com/images/products/games/7/19580e2cfe67c8ff66b655bd281ae4b5-98.jpg,83,"PC,PlayStation 4,Xbox One,","
                                                        Switch
                                                    ",No Online Multiplayer,"Jun 26, 2018",Lumines Remastered,https://static-gamespotvideo.cbsistatic.com/vr/2019/05/04/169_lumines_psp_gp3_1000.mp4,24 Ratings
"
                                                        Epic Games
                                                    ","Jump in to be the last one standing in the free 100-player Battle Royale. Build huge forts. Outwit your opponents. Earn your Victory. Squad up together online with friends in the same room or around the world. BUILD & DESTROY - Shape the battlefield by building your own cover. Opponent hiding behind a wall? Take out their cover to get the edge. GEAR UP - Board the battle bus and drop in on your favorite zone. Gather resources, collect gear, and battle your opponents. SQUAD UP WITH FRIENDS - Team up online with your friends around the world or in the same room. WEEKLY UPDATES & EVENTS - Updates constantly fuel the fun with new gameplay modes, outfits, weapons and items. [Nintendo]","Action,Shooter,Third-Person,Tactical,",https://static.metacritic.com/images/products/games/2/56ffbf02c47f89ca1ca8299fbbd58c2f-98.jpg,83,"iPhone/iPad,PC,PlayStation 3,PlayStation 4,Xbox 360,Xbox One,","
                                                        Switch
                                                    ",Massively Multiplayer,"Jun 12, 2018",Fortnite,https://static-gamespotvideo.cbsistatic.com/vr/2018/12/13/Fortnite_S7W2SheetMusic_20181213_8000.mp4,535 Ratings
"
                                                        Nintendo
                                                    ","The free to download online software, Tetris® 99, is available as a special offer for Nintendo Switch Online members. In large-scale, 99-player battles, it'll take speed, skill, and strategy to knock out the competition and become the last player standing. You can target opponents by sending them Garbage Blocks, but be careful…your rivals can target you back! Defeat opponents to acquire KO badges that may give you the advantage on future attacks. Survive the onslaught and look forward to upcoming online events.","Puzzle,Stacking,",https://static.metacritic.com/images/products/games/3/a0ba1f4ff5e45bb22941d02a65a96522-98.jpg,83,,"
                                                        Switch
                                                    ",Up to more than 64 ,"Feb 13, 2019",Tetris 99,https://static-gamespotvideo.cbsistatic.com/vr/2019/02/14/Gameplay_Tetris99_VictoryRoyale_8000.mp4,225 Ratings
